Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
NE;CE;SOBRAL;ECONOGÁS DO BRASIL DIST. DERIV. DE PET. BIOC. E GÁS NAT; 08.775.979/0002-62;RUA TABELIÃO IDELFONSO CAVALCANTI;455;;CENTRO;62010-000;DIESEL S10;06/07/2023;5,29;;R$ / litro;RAIZEN
NE;CE;SOBRAL;ECONOGÁS DO BRASIL DIST. DERIV. DE PET. BIOC. E GÁS NAT; 08.775.979/0002-62;RUA TABELIÃO IDELFONSO CAVALCANTI;455;;CENTRO;62010-000;ETANOL;06/07/2023;4,99;;R$ / litro;RAIZEN
NE;CE;SOBRAL;T. C. DE VASCONCELOS & CIA LTDA; 07.380.155/0002-20;AVENIDA CEL. JOSE EUCLIDES FERREIRA GOMES;970;;EXPECTATIVA;62040-254;GASOLINA;06/07/2023;5,99;;R$ / litro;VIBRA ENERGIA
NE;CE;SOBRAL;T. C. DE VASCONCELOS & CIA LTDA; 07.380.155/0002-20;AVENIDA CEL. JOSE EUCLIDES FERREIRA GOMES;970;;EXPECTATIVA;62040-254;GASOLINA ADITIVADA;06/07/2023;6,14;;R$ / litro;VIBRA ENERGIA
NE;CE;SOBRAL;T. C. DE VASCONCELOS & CIA LTDA; 07.380.155/0002-20;AVENIDA CEL. JOSE EUCLIDES FERREIRA GOMES;970;;EXPECTATIVA;62040-254;DIESEL S10;06/07/2023;5,28;;R$ / litro;VIBRA ENERGIA
NE;CE;SOBRAL;T. C. DE VASCONCELOS & CIA LTDA; 07.380.155/0002-20;AVENIDA CEL. JOSE EUCLIDES FERREIRA GOMES;970;;EXPECTATIVA;62040-254;ETANOL;06/07/2023;4,99;;R$ / litro;VIBRA ENERGIA
NE;CE;SOBRAL;COMERCIAL DE COMBUSTIVEIS TREZE DE MAIO LTDA; 05.980.738/0003-48;RUA JORNALISTA DEOLINDO BARRETO;1192;;CENTRO;62011-170;GASOLINA;06/07/2023;5,99;;R$ / litro;IPIRANGA
NE;CE;SOBRAL;COMERCIAL DE COMBUSTIVEIS TREZE DE MAIO LTDA; 05.980.738/0003-48;RUA JORNALISTA DEOLINDO BARRETO;1192;;CENTRO;62011-170;GASOLINA ADITIVADA;06/07/2023;6,14;;R$ / litro;IPIRANGA
NE;CE;SOBRAL;COMERCIAL DE COMBUSTIVEIS TREZE DE MAIO LTDA; 05.980.738/0003-48;RUA JORNALISTA DEOLINDO BARRETO;1192;;CENTRO;62011-170;DIESEL S10;06/07/2023;5,09;;R$ / litro;IPIRANGA
NE;CE;SOBRAL;AUTO POSTO PIONEIRO LTDA; 07.428.286/0001-50;AVENIDA JOHN SANFORD;704;;JUNCO;62030-000;GASOLINA;06/07/2023;5,99;;R$ / litro;VIBRA ENERGIA
NE;CE;SOBRAL;AUTO POSTO PIONEIRO LTDA; 07.428.286/0001-50;AVENIDA JOHN SANFORD;704;;JUNCO;62030-000;GASOLINA ADITIVADA;06/07/2023;6,14;;R$ / litro;VIBRA ENERGIA
NE;CE;SOBRAL;AUTO POSTO PIONEIRO LTDA; 07.428.286/0001-50;AVENIDA JOHN SANFORD;704;;JUNCO;62030-000;DIESEL S10;06/07/2023;5,28;;R$ / litro;VIBRA ENERGIA
NE;CE;SOBRAL;AUTO POSTO PIONEIRO LTDA; 07.428.286/0001-50;AVENIDA JOHN SANFORD;704;;JUNCO;62030-000;ETANOL;06/07/2023;4,99;;R$ / litro;VIBRA ENERGIA
NE;CE;SOBRAL;V.C.EMPREENDIMENTOS LTDA; 03.551.935/0002-35;AVENIDA JOSE EUCLIDES FERREIRA GOMES;30;POSTO FLASH;CORACAO DE JESUS;62043-070;GASOLINA;06/07/2023;5,99;;R$ / litro;RAIZEN
NE;CE;SOBRAL;V.C.EMPREENDIMENTOS LTDA; 03.551.935/0002-35;AVENIDA JOSE EUCLIDES FERREIRA GOMES;30;POSTO FLASH;CORACAO DE JESUS;62043-070;GASOLINA ADITIVADA;06/07/2023;6,29;;R$ / litro;RAIZEN
NE;CE;SOBRAL;V.C.EMPREENDIMENTOS LTDA; 03.551.935/0002-35;AVENIDA JOSE EUCLIDES FERREIRA GOMES;30;POSTO FLASH;CORACAO DE JESUS;62043-070;DIESEL S10;06/07/2023;5,28;;R$ / litro;RAIZEN
NE;CE;SOBRAL;V.C.EMPREENDIMENTOS LTDA; 03.551.935/0002-35;AVENIDA JOSE EUCLIDES FERREIRA GOMES;30;POSTO FLASH;CORACAO DE JESUS;62043-070;ETANOL;06/07/2023;4,99;;R$ / litro;RAIZEN
NE;CE;SOBRAL;ARCANJO E VASCONCELOS DISTRIBUIDORA DE COMBUSTIVEIS E LUBRIFICANTES LTDA; 07.204.049/0001-05;RUA TABELIAO ILDEFONSO CAVALCANTE;320;;CENTRO;62010-001;GASOLINA;06/07/2023;5,97;;R$ / litro;VIBRA ENERGIA
NE;CE;SOBRAL;ARCANJO E VASCONCELOS DISTRIBUIDORA DE COMBUSTIVEIS E LUBRIFICANTES LTDA; 07.204.049/0001-05;RUA TABELIAO ILDEFONSO CAVALCANTE;320;;CENTRO;62010-001;GASOLINA ADITIVADA;06/07/2023;6,17;;R$ / litro;VIBRA ENERGIA
NE;CE;SOBRAL;ARCANJO E VASCONCELOS DISTRIBUIDORA DE COMBUSTIVEIS E LUBRIFICANTES LTDA; 07.204.049/0001-05;RUA TABELIAO ILDEFONSO CAVALCANTE;320;;CENTRO;62010-001;ETANOL;06/07/2023;4,97;;R$ / litro;VIBRA ENERGIA
NE;CE;SOBRAL;COMERCIAL DE COMBUSTIVEIS TREZE DE MAIO LTDA; 05.980.738/0001-86;AVENIDA JONH SANFORD;1943;;JUNCO;62114-000;GASOLINA;06/07/2023;5,99;;R$ / litro;BRANCA
NE;CE;SOBRAL;COMERCIAL DE COMBUSTIVEIS TREZE DE MAIO LTDA; 05.980.738/0001-86;AVENIDA JONH SANFORD;1943;;JUNCO;62114-000;GASOLINA ADITIVADA;06/07/2023;6,14;;R$ / litro;BRANCA
NE;CE;SOBRAL;COMERCIAL DE COMBUSTIVEIS TREZE DE MAIO LTDA; 05.980.738/0001-86;AVENIDA JONH SANFORD;1943;;JUNCO;62114-000;DIESEL S10;06/07/2023;5,09;;R$ / litro;BRANCA
NE;CE;SOBRAL;COMERCIAL DE COMBUSTIVEIS TREZE DE MAIO LTDA; 05.980.738/0001-86;AVENIDA JONH SANFORD;1943;;JUNCO;62114-000;ETANOL;06/07/2023;4,98;;R$ / litro;BRANCA
NE;CE;SOBRAL;CENTER POSTO COMERCIAL LTDA; 02.905.892/0001-03;AVENIDA JOSE ARIMATEIA MONTE E SILVA;425;;CAMPOS DOS VELHOS;62114-000;GASOLINA;06/07/2023;5,99;;R$ / litro;VIBRA ENERGIA
NE;CE;SOBRAL;CENTER POSTO COMERCIAL LTDA; 02.905.892/0001-03;AVENIDA JOSE ARIMATEIA MONTE E SILVA;425;;CAMPOS DOS VELHOS;62114-000;GASOLINA ADITIVADA;06/07/2023;6,13;;R$ / litro;VIBRA ENERGIA
NE;CE;SOBRAL;CENTER POSTO COMERCIAL LTDA; 02.905.892/0001-03;AVENIDA JOSE ARIMATEIA MONTE E SILVA;425;;CAMPOS DOS VELHOS;62114-000;DIESEL S10;06/07/2023;5,28;;R$ / litro;VIBRA ENERGIA
NE;CE;SOBRAL;CENTER POSTO COMERCIAL LTDA; 02.905.892/0001-03;AVENIDA JOSE ARIMATEIA MONTE E SILVA;425;;CAMPOS DOS VELHOS;62114-000;ETANOL;06/07/2023;4,99;;R$ / litro;VIBRA ENERGIA
NE;CE;SOBRAL;V.C.EMPREENDIMENTOS LTDA; 03.551.935/0001-54;AVENIDA MONSENHOR JOSE ALOISIO PINTO;80;LOJA  01;DOM EXPEDITO;62050-255;GASOLINA;06/07/2023;5,99;;R$ / litro;IPIRANGA
NE;CE;SOBRAL;V.C.EMPREENDIMENTOS LTDA; 03.551.935/0001-54;AVENIDA MONSENHOR JOSE ALOISIO PINTO;80;LOJA  01;DOM EXPEDITO;62050-255;GASOLINA ADITIVADA;06/07/2023;6,29;;R$ / litro;IPIRANGA
NE;CE;SOBRAL;V.C.EMPREENDIMENTOS LTDA; 03.551.935/0001-54;AVENIDA MONSENHOR JOSE ALOISIO PINTO;80;LOJA  01;DOM EXPEDITO;62050-255;DIESEL S10;06/07/2023;5,28;;R$ / litro;IPIRANGA
NE;CE;SOBRAL;V.C.EMPREENDIMENTOS LTDA; 03.551.935/0001-54;AVENIDA MONSENHOR JOSE ALOISIO PINTO;80;LOJA  01;DOM EXPEDITO;62050-255;ETANOL;06/07/2023;4,99;;R$ / litro;IPIRANGA
NE;CE;SOBRAL;POSTO PRINCESA DO NORTE LTDA; 01.914.855/0001-90;RUA MENINO DEUS;691;;CENTRO;62010-310;GASOLINA;06/07/2023;5,99;;R$ / litro;IPIRANGA
NE;CE;SOBRAL;POSTO PRINCESA DO NORTE LTDA; 01.914.855/0001-90;RUA MENINO DEUS;691;;CENTRO;62010-310;GASOLINA ADITIVADA;06/07/2023;6,29;;R$ / litro;IPIRANGA
NE;CE;SOBRAL;POSTO PRINCESA DO NORTE LTDA; 01.914.855/0001-90;RUA MENINO DEUS;691;;CENTRO;62010-310;ETANOL;06/07/2023;4,99;;R$ / litro;IPIRANGA
NE;CE;SOBRAL;GLORIMAR PETROLEO E LUBRIFICANTES LTDA; 01.488.905/0001-15;AVENIDA DOM JOSE;1449;;CENTRO;62010-290;GASOLINA;06/07/2023;5,99;;R$ / litro;RAIZEN
NE;CE;SOBRAL;GLORIMAR PETROLEO E LUBRIFICANTES LTDA; 01.488.905/0001-15;AVENIDA DOM JOSE;1449;;CENTRO;62010-290;GASOLINA ADITIVADA;06/07/2023;6,29;;R$ / litro;RAIZEN
NE;CE;SOBRAL;GLORIMAR PETROLEO E LUBRIFICANTES LTDA; 01.488.905/0001-15;AVENIDA DOM JOSE;1449;;CENTRO;62010-290;DIESEL S10;06/07/2023;5,28;;R$ / litro;RAIZEN
NE;CE;SOBRAL;GLORIMAR PETROLEO E LUBRIFICANTES LTDA; 01.488.905/0001-15;AVENIDA DOM JOSE;1449;;CENTRO;62010-290;ETANOL;06/07/2023;4,99;;R$ / litro;RAIZEN
NE;CE;CAUCAIA;POSTO MELO LTDA; 04.261.926/0001-91; BR 020;SN;KM 667;LOT. PARQUE POTIRA;61605-600;GASOLINA;05/07/2023;5,97;;R$ / litro;BRANCA
NE;CE;CAUCAIA;POSTO MELO LTDA; 04.261.926/0001-91; BR 020;SN;KM 667;LOT. PARQUE POTIRA;61605-600;GASOLINA ADITIVADA;05/07/2023;6,09;;R$ / litro;BRANCA
NE;CE;CAUCAIA;POSTO MELO LTDA; 04.261.926/0001-91; BR 020;SN;KM 667;LOT. PARQUE POTIRA;61605-600;DIESEL S10;05/07/2023;4,77;;R$ / litro;BRANCA
NE;CE;CAUCAIA;POSTO MELO LTDA; 04.261.926/0001-91; BR 020;SN;KM 667;LOT. PARQUE POTIRA;61605-600;ETANOL;05/07/2023;4,87;;R$ / litro;BRANCA
NE;CE;CAUCAIA;M M COMERCIO VAREJISTA DE COMBUSTIVEIS EIRELI; 02.333.098/0001-24;RUA ULISSES GUIMARAES;S/N;;IPARANA;61604-150;GASOLINA;05/07/2023;5,99;;R$ / litro;RAIZEN
NE;CE;CAUCAIA;M M COMERCIO VAREJISTA DE COMBUSTIVEIS EIRELI; 02.333.098/0001-24;RUA ULISSES GUIMARAES;S/N;;IPARANA;61604-150;GASOLINA ADITIVADA;05/07/2023;6,19;;R$ / litro;RAIZEN
NE;CE;CAUCAIA;M M COMERCIO VAREJISTA DE COMBUSTIVEIS EIRELI; 02.333.098/0001-24;RUA ULISSES GUIMARAES;S/N;;IPARANA;61604-150;ETANOL;05/07/2023;4,97;;R$ / litro;RAIZEN
NE;CE;CAUCAIA;CERAPELES DERIVADOS DE PETROLEO LTDA; 12.215.216/0001-53;RODOVIA BR 222;;KM 06;TABAPUA;61605-600;GASOLINA;05/07/2023;5,97;;R$ / litro;VIBRA ENERGIA
NE;CE;CAUCAIA;CERAPELES DERIVADOS DE PETROLEO LTDA; 12.215.216/0001-53;RODOVIA BR 222;;KM 06;TABAPUA;61605-600;GASOLINA ADITIVADA;05/07/2023;5,97;;R$ / litro;VIBRA ENERGIA
NE;CE;CAUCAIA;CERAPELES DERIVADOS DE PETROLEO LTDA; 12.215.216/0001-53;RODOVIA BR 222;;KM 06;TABAPUA;61605-600;DIESEL S10;05/07/2023;4,77;;R$ / litro;VIBRA ENERGIA
NE;CE;CAUCAIA;CERAPELES DERIVADOS DE PETROLEO LTDA; 12.215.216/0001-53;RODOVIA BR 222;;KM 06;TABAPUA;61605-600;ETANOL;05/07/2023;4,87;;R$ / litro;VIBRA ENERGIA
NE;CE;CAUCAIA;SOBRAL & PALACIO PETROLEO LTDA; 07.240.641/0024-59;RUA CORONEL CORREIA;1701;;CENTRO;61600-004;GASOLINA;05/07/2023;5,97;;R$ / litro;VIBRA ENERGIA
NE;CE;CAUCAIA;SOBRAL & PALACIO PETROLEO LTDA; 07.240.641/0024-59;RUA CORONEL CORREIA;1701;;CENTRO;61600-004;GASOLINA ADITIVADA;05/07/2023;6,37;;R$ / litro;VIBRA ENERGIA
NE;CE;CAUCAIA;SOBRAL & PALACIO PETROLEO LTDA; 07.240.641/0024-59;RUA CORONEL CORREIA;1701;;CENTRO;61600-004;DIESEL S10;05/07/2023;4,87;;R$ / litro;VIBRA ENERGIA
NE;CE;CAUCAIA;SOBRAL & PALACIO PETROLEO LTDA; 07.240.641/0024-59;RUA CORONEL CORREIA;1701;;CENTRO;61600-004;ETANOL;05/07/2023;4,97;;R$ / litro;VIBRA ENERGIA
NE;CE;CAUCAIA;POSTO PRIMAVERA COMBUSTIVEIS LTDA; 73.508.608/0001-03;RODOVIA BR-222, KM 30, S/N 000001 000108;18876;LOCALIDADE DE             PRIMAVERA;SAO PEDRO;61690-990;ETANOL;05/07/2023;5,93;;R$ / litro;RAIZEN
NE;CE;CAUCAIA;POSTO PRIMAVERA COMBUSTIVEIS LTDA; 73.508.608/0001-03;RODOVIA BR-222, KM 30, S/N 000001 000108;18876;LOCALIDADE DE             PRIMAVERA;SAO PEDRO;61690-990;GASOLINA;05/07/2023;5,79;;R$ / litro;RAIZEN
NE;CE;CAUCAIA;POSTO PRIMAVERA COMBUSTIVEIS LTDA; 73.508.608/0001-03;RODOVIA BR-222, KM 30, S/N 000001 000108;18876;LOCALIDADE DE             PRIMAVERA;SAO PEDRO;61690-990;GASOLINA ADITIVADA;05/07/2023;6,29;;R$ / litro;RAIZEN
NE;CE;CAUCAIA;POSTO PRIMAVERA COMBUSTIVEIS LTDA; 73.508.608/0001-03;RODOVIA BR-222, KM 30, S/N 000001 000108;18876;LOCALIDADE DE             PRIMAVERA;SAO PEDRO;61690-990;DIESEL S10;05/07/2023;4,48;;R$ / litro;RAIZEN
NE;CE;CAUCAIA;COMERCIAL JOAO FERREIRA PETROLEO LTDA; 41.414.822/0002-87;RODOVIA BR 222;SN;KM 05 POSTO;;61605-600;GASOLINA;05/07/2023;5,97;;R$ / litro;IPIRANGA
NE;CE;CAUCAIA;COMERCIAL JOAO FERREIRA PETROLEO LTDA; 41.414.822/0002-87;RODOVIA BR 222;SN;KM 05 POSTO;;61605-600;GASOLINA ADITIVADA;05/07/2023;6,17;;R$ / litro;IPIRANGA
NE;CE;CAUCAIA;COMERCIAL JOAO FERREIRA PETROLEO LTDA; 41.414.822/0002-87;RODOVIA BR 222;SN;KM 05 POSTO;;61605-600;DIESEL S10;05/07/2023;4,84;;R$ / litro;IPIRANGA
NE;CE;CAUCAIA;COMERCIAL JOAO FERREIRA PETROLEO LTDA; 41.414.822/0002-87;RODOVIA BR 222;SN;KM 05 POSTO;;61605-600;ETANOL;05/07/2023;4,87;;R$ / litro;IPIRANGA
NE;CE;CAUCAIA;E. G. COMERCIO VAREJISTA DE DERIVADOS DE PETROLEO LTDA; 05.330.700/0001-68;BR 222;S/N;KM 01;ZONA RURAL;61616-000;GASOLINA;05/07/2023;5,99;;R$ / litro;VIBRA ENERGIA
NE;CE;CAUCAIA;E. G. COMERCIO VAREJISTA DE DERIVADOS DE PETROLEO LTDA; 05.330.700/0001-68;BR 222;S/N;KM 01;ZONA RURAL;61616-000;GASOLINA ADITIVADA;05/07/2023;6,19;;R$ / litro;VIBRA ENERGIA
NE;CE;CAUCAIA;E. G. COMERCIO VAREJISTA DE DERIVADOS DE PETROLEO LTDA; 05.330.700/0001-68;BR 222;S/N;KM 01;ZONA RURAL;61616-000;DIESEL S10;05/07/2023;4,59;;R$ / litro;VIBRA ENERGIA
NE;CE;CAUCAIA;E. G. COMERCIO VAREJISTA DE DERIVADOS DE PETROLEO LTDA; 05.330.700/0001-68;BR 222;S/N;KM 01;ZONA RURAL;61616-000;ETANOL;05/07/2023;4,79;;R$ / litro;VIBRA ENERGIA
NE;CE;CAUCAIA;POSTO AUTO MELO LTDA; 04.352.416/0001-20;AVENIDA AIRTON SENA;376;0;ARIANOPOLES;61605-600;GASOLINA;05/07/2023;5,97;;R$ / litro;BRANCA
NE;CE;CAUCAIA;POSTO AUTO MELO LTDA; 04.352.416/0001-20;AVENIDA AIRTON SENA;376;0;ARIANOPOLES;61605-600;GASOLINA ADITIVADA;05/07/2023;5,99;;R$ / litro;BRANCA
NE;CE;CAUCAIA;POSTO AUTO MELO LTDA; 04.352.416/0001-20;AVENIDA AIRTON SENA;376;0;ARIANOPOLES;61605-600;DIESEL S10;05/07/2023;4,77;;R$ / litro;BRANCA
NE;CE;CAUCAIA;POSTO AUTO MELO LTDA; 04.352.416/0001-20;AVENIDA AIRTON SENA;376;0;ARIANOPOLES;61605-600;ETANOL;05/07/2023;4,87;;R$ / litro;BRANCA
NE;CE;CAUCAIA;POSTO NEVES E VIANA LTDA; 04.327.828/0001-00;RODOVIA BR 222;S/N;KM 09;PARQUE SOLEDADE;61605-600;GNV;05/07/2023;4,99;;R$ / m³;VIBRA ENERGIA
NE;CE;CAUCAIA;POSTO NEVES E VIANA LTDA; 04.327.828/0001-00;RODOVIA BR 222;S/N;KM 09;PARQUE SOLEDADE;61605-600;GASOLINA;05/07/2023;5,97;;R$ / litro;VIBRA ENERGIA
NE;CE;CAUCAIA;POSTO NEVES E VIANA LTDA; 04.327.828/0001-00;RODOVIA BR 222;S/N;KM 09;PARQUE SOLEDADE;61605-600;GASOLINA ADITIVADA;05/07/2023;6,07;;R$ / litro;VIBRA ENERGIA
NE;CE;CAUCAIA;POSTO NEVES E VIANA LTDA; 04.327.828/0001-00;RODOVIA BR 222;S/N;KM 09;PARQUE SOLEDADE;61605-600;DIESEL S10;05/07/2023;4,77;;R$ / litro;VIBRA ENERGIA
NE;CE;CAUCAIA;POSTO NEVES E VIANA LTDA; 04.327.828/0001-00;RODOVIA BR 222;S/N;KM 09;PARQUE SOLEDADE;61605-600;ETANOL;05/07/2023;4,87;;R$ / litro;VIBRA ENERGIA
NE;CE;CAUCAIA;METROPOLE COMERCIO DE DERIVADOS DE PETROLEO LTDA; 03.360.970/0001-96;AVENIDA CONTORNO LESTE;127;CJ NOVA METROPOLI;CAUCAIA;61605-400;GASOLINA;05/07/2023;5,99;;R$ / litro;RAIZEN
NE;CE;CAUCAIA;METROPOLE COMERCIO DE DERIVADOS DE PETROLEO LTDA; 03.360.970/0001-96;AVENIDA CONTORNO LESTE;127;CJ NOVA METROPOLI;CAUCAIA;61605-400;ETANOL;05/07/2023;4,39;;R$ / litro;RAIZEN
NE;CE;CAUCAIA;ROTA DO SOL COMERCIAL DE PETROLEO LTDA; 03.101.084/0001-48;RODOVIA ESTRUTURANTE-CE 085;2878;;MESTRE ANTONIO;61623-600;GASOLINA;05/07/2023;5,97;;R$ / litro;IPIRANGA
NE;CE;CAUCAIA;ROTA DO SOL COMERCIAL DE PETROLEO LTDA; 03.101.084/0001-48;RODOVIA ESTRUTURANTE-CE 085;2878;;MESTRE ANTONIO;61623-600;GASOLINA ADITIVADA;05/07/2023;5,97;;R$ / litro;IPIRANGA
NE;CE;CAUCAIA;ROTA DO SOL COMERCIAL DE PETROLEO LTDA; 03.101.084/0001-48;RODOVIA ESTRUTURANTE-CE 085;2878;;MESTRE ANTONIO;61623-600;DIESEL S10;05/07/2023;4,77;;R$ / litro;IPIRANGA
NE;CE;CAUCAIA;ROTA DO SOL COMERCIAL DE PETROLEO LTDA; 03.101.084/0001-48;RODOVIA ESTRUTURANTE-CE 085;2878;;MESTRE ANTONIO;61623-600;ETANOL;05/07/2023;4,59;;R$ / litro;IPIRANGA
NE;CE;CAUCAIA;POSTO ESTRUTURANTE LTDA; 02.947.220/0001-52;RODOVIA CE 085;S/N;KM 02;ZONA RURAL;61605-600;GASOLINA;05/07/2023;5,97;;R$ / litro;VIBRA ENERGIA
NE;CE;CAUCAIA;POSTO ESTRUTURANTE LTDA; 02.947.220/0001-52;RODOVIA CE 085;S/N;KM 02;ZONA RURAL;61605-600;GASOLINA ADITIVADA;05/07/2023;5,99;;R$ / litro;VIBRA ENERGIA
NE;CE;CAUCAIA;POSTO ESTRUTURANTE LTDA; 02.947.220/0001-52;RODOVIA CE 085;S/N;KM 02;ZONA RURAL;61605-600;DIESEL S10;05/07/2023;4,77;;R$ / litro;VIBRA ENERGIA
NE;CE;CAUCAIA;POSTO ESTRUTURANTE LTDA; 02.947.220/0001-52;RODOVIA CE 085;S/N;KM 02;ZONA RURAL;61605-600;ETANOL;05/07/2023;4,87;;R$ / litro;VIBRA ENERGIA
NE;CE;FORTALEZA;IGUATEMI DERIVADOS DE PETROLEO LTDA; 07.304.199/0003-52;AVENIDA OSORIO DE PAIVA;6800;;SIQUEIRA;60720-001;GASOLINA;04/07/2023;5,99;;R$ / litro;IPIRANGA
NE;CE;FORTALEZA;IGUATEMI DERIVADOS DE PETROLEO LTDA; 07.304.199/0003-52;AVENIDA OSORIO DE PAIVA;6800;;SIQUEIRA;60720-001;GASOLINA ADITIVADA;04/07/2023;6,17;;R$ / litro;IPIRANGA
NE;CE;FORTALEZA;IGUATEMI DERIVADOS DE PETROLEO LTDA; 07.304.199/0003-52;AVENIDA OSORIO DE PAIVA;6800;;SIQUEIRA;60720-001;DIESEL S10;04/07/2023;4,75;;R$ / litro;IPIRANGA
NE;CE;FORTALEZA;IGUATEMI DERIVADOS DE PETROLEO LTDA; 07.304.199/0003-52;AVENIDA OSORIO DE PAIVA;6800;;SIQUEIRA;60720-001;ETANOL;04/07/2023;4,59;;R$ / litro;IPIRANGA
NE;CE;FORTALEZA;POSTO SANTO ANTONIO COMBUSTÍVEIS E TRANSPORTES LTDA; 09.057.567/0001-79;AVENIDA MISTER HULL;3160;;ANTÔNIO BEZERRA;60356-000;GASOLINA;05/07/2023;5,97;;R$ / litro;VIBRA ENERGIA
NE;CE;FORTALEZA;POSTO SANTO ANTONIO COMBUSTÍVEIS E TRANSPORTES LTDA; 09.057.567/0001-79;AVENIDA MISTER HULL;3160;;ANTÔNIO BEZERRA;60356-000;GASOLINA ADITIVADA;05/07/2023;6,07;;R$ / litro;VIBRA ENERGIA
NE;CE;FORTALEZA;POSTO SANTO ANTONIO COMBUSTÍVEIS E TRANSPORTES LTDA; 09.057.567/0001-79;AVENIDA MISTER HULL;3160;;ANTÔNIO BEZERRA;60356-000;DIESEL S10;05/07/2023;4,87;;R$ / litro;VIBRA ENERGIA
NE;CE;FORTALEZA;POSTO SANTO ANTONIO COMBUSTÍVEIS E TRANSPORTES LTDA; 09.057.567/0001-79;AVENIDA MISTER HULL;3160;;ANTÔNIO BEZERRA;60356-000;ETANOL;05/07/2023;4,79;;R$ / litro;VIBRA ENERGIA
NE;CE;FORTALEZA;NT COMERCIAL DE PETRÓLEO LTDA.; 08.960.096/0001-41;AVENIDA HUMBERTO MONTE;2550;;BELA VISTA;60450-000;GASOLINA;06/07/2023;5,99;;R$ / litro;BRANCA
NE;CE;FORTALEZA;NT COMERCIAL DE PETRÓLEO LTDA.; 08.960.096/0001-41;AVENIDA HUMBERTO MONTE;2550;;BELA VISTA;60450-000;GASOLINA ADITIVADA;06/07/2023;6,39;;R$ / litro;BRANCA
NE;CE;FORTALEZA;NT COMERCIAL DE PETRÓLEO LTDA.; 08.960.096/0001-41;AVENIDA HUMBERTO MONTE;2550;;BELA VISTA;60450-000;DIESEL S10;06/07/2023;6,19;;R$ / litro;BRANCA
NE;CE;FORTALEZA;NT COMERCIAL DE PETRÓLEO LTDA.; 08.960.096/0001-41;AVENIDA HUMBERTO MONTE;2550;;BELA VISTA;60450-000;ETANOL;06/07/2023;4,49;;R$ / litro;BRANCA
NE;CE;FORTALEZA;JOVITA COMERCIO DE PETROLEO LTDA; 08.529.918/0001-34;AVENIDA JOVITA FEITOSA;3175;;PARQUELANDIA;60455-410;GASOLINA;06/07/2023;5,99;;R$ / litro;BRANCA
NE;CE;FORTALEZA;JOVITA COMERCIO DE PETROLEO LTDA; 08.529.918/0001-34;AVENIDA JOVITA FEITOSA;3175;;PARQUELANDIA;60455-410;GASOLINA ADITIVADA;06/07/2023;6,19;;R$ / litro;BRANCA
NE;CE;FORTALEZA;JOVITA COMERCIO DE PETROLEO LTDA; 08.529.918/0001-34;AVENIDA JOVITA FEITOSA;3175;;PARQUELANDIA;60455-410;DIESEL S10;06/07/2023;4,99;;R$ / litro;BRANCA
NE;CE;FORTALEZA;JOVITA COMERCIO DE PETROLEO LTDA; 08.529.918/0001-34;AVENIDA JOVITA FEITOSA;3175;;PARQUELANDIA;60455-410;ETANOL;06/07/2023;4,49;;R$ / litro;BRANCA
NE;CE;FORTALEZA;CÂMARA & PESSOA COMERCIAL LTDA; 03.037.449/0001-12;AVENIDA AMÉRICO BARREIRA;4855;0;BELA VISTA;60442-801;GASOLINA;06/07/2023;5,89;;R$ / litro;BRANCA
NE;CE;FORTALEZA;CÂMARA & PESSOA COMERCIAL LTDA; 03.037.449/0001-12;AVENIDA AMÉRICO BARREIRA;4855;0;BELA VISTA;60442-801;DIESEL S10;06/07/2023;4,79;;R$ / litro;BRANCA
NE;CE;FORTALEZA;CÂMARA & PESSOA COMERCIAL LTDA; 03.037.449/0001-12;AVENIDA AMÉRICO BARREIRA;4855;0;BELA VISTA;60442-801;ETANOL;06/07/2023;4,45;;R$ / litro;BRANCA
NE;CE;FORTALEZA;BG COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA; 73.346.801/0001-87;RUA BENJAMIM BRASIL;1585;;MONDUBIM;60712-000;GASOLINA;05/07/2023;5,99;;R$ / litro;VIBRA ENERGIA
NE;CE;FORTALEZA;BG COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA; 73.346.801/0001-87;RUA BENJAMIM BRASIL;1585;;MONDUBIM;60712-000;GASOLINA ADITIVADA;05/07/2023;6,09;;R$ / litro;VIBRA ENERGIA
NE;CE;FORTALEZA;BG COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA; 73.346.801/0001-87;RUA BENJAMIM BRASIL;1585;;MONDUBIM;60712-000;ETANOL;05/07/2023;4,59;;R$ / litro;VIBRA ENERGIA
NE;CE;FORTALEZA;J A PONTES; 06.915.862/0002-01;AVENIDA OSCAR ARARIPE;3130;;GRANJA LISBOA;60540-440;GASOLINA;05/07/2023;5,98;;R$ / litro;SP
NE;CE;FORTALEZA;J A PONTES; 06.915.862/0002-01;AVENIDA OSCAR ARARIPE;3130;;GRANJA LISBOA;60540-440;DIESEL S10;05/07/2023;4,99;;R$ / litro;SP
